frame,head_center_x,head_center_y,beak_tip_x,beak_tip_y,left_eye_x,left_eye_y,rigth_eye_x,rigth_eye_y,body_x,body_y,tail_x,tail_y,RF_x,RF_y,RF_visible
13309,515.8079833984375,418.8458862304688,543.6392211914062,432.6290588378906,524.18408203125,400.695068359375,504.4767761230469,434.83929443359375,524.8482666015625,375.189697265625,528.1759643554688,300.34881591796875,200,200,n
13310,515.5739135742188,419.051025390625,543.4793701171875,432.6702575683594,523.918701171875,401.0616760253906,504.40576171875,434.998291015625,527.0006103515625,375.3186950683594,528.1023559570312,301.1032409667969,200,200,n
13334,526.86474609375,424.3583984375,546.9503173828125,444.7002258300781,538.9319458007812,409.5403442382813,511.9131774902344,436.69384765625,523.3023681640625,377.2785034179688,507.6643981933594,293.0487060546875,200,200,n
13335,525.2355346679688,427.641845703125,545.7191772460938,451.097900390625,540.2406616210938,412.5021362304688,512.3107299804688,439.9541015625,525.258544921875,376.59759521484375,512.6262817382812,292.88214111328125,200,200,n
13336,526.9989013671875,428.228271484375,547.289306640625,451.8167114257813,539.7552490234375,413.03411865234375,511.1573181152344,440.396484375,524.272705078125,376.4559326171875,511.8066101074219,295.5889892578125,200,200,n
13337,525.0586547851562,428.5227661132813,545.7863159179688,451.8899841308594,539.9547119140625,412.985107421875,509.9617309570313,440.82427978515625,524.83740234375,376.6448669433594,512.1738891601562,296.22216796875,200,200,n
13338,524.7265625,428.3651123046875,547.510009765625,451.679931640625,539.7259521484375,412.698486328125,509.5177307128906,440.5578002929688,524.7915649414062,376.7243957519531,511.9978637695313,296.5365295410156,200,200,n
13339,524.852783203125,428.26171875,545.4652099609375,451.8402404785156,539.7662963867188,412.6096801757813,509.70648193359375,440.1813354492188,524.8675537109375,376.4872131347656,512.001953125,296.80291748046875,200,200,n
13340,524.8995971679688,428.8268432617188,545.4832153320312,452.2698669433594,539.9146728515625,413.1340942382813,509.8941650390625,440.677978515625,524.6260986328125,377.149658203125,511.7360229492188,297.44842529296875,200,200,n
13341,524.99658203125,428.6876220703125,545.619873046875,452.12939453125,539.8941040039062,412.9621276855469,509.9244689941406,440.6598815917969,524.6102294921875,376.9766540527344,511.9535827636719,297.5517883300781,200,200,n
13342,525.10791015625,428.7106323242188,545.786865234375,452.0836791992188,539.991943359375,412.9393310546875,510.0593872070313,440.7705078125,524.5899047851562,377.1252746582031,512.208740234375,299.8658142089844,200,200,n
13343,525.1146240234375,428.705810546875,545.7683715820312,452.14739990234375,539.9014892578125,413.02545166015625,511.73779296875,440.4910583496094,524.554443359375,377.3693237304688,512.1533813476562,300.0509033203125,200,200,n
13344,527.1498413085938,431.693115234375,544.0557861328125,452.878662109375,539.414306640625,415.9274291992188,511.6294555664063,440.7935791015625,524.5037841796875,376.969970703125,511.9150390625,300.0899353027344,200,200,n
13393,580.0111083984375,421.9943542480469,608.158203125,430.5553588867188,588.2304077148438,408.4576110839844,567.9081420898438,440.93310546875,516.0440063476562,377.4090270996094,460.4308776855469,297.26873779296875,200,200,n
13394,580.9454345703125,423.1850891113281,609.6116943359375,431.876708984375,588.9432983398438,407.6067810058594,568.9193115234375,440.3654479980469,516.5376586914062,375.895751953125,461.1768798828125,300.8140869140625,200,200,n
13395,582.4261474609375,423.0343627929688,610.7092895507812,431.9812927246094,590.602294921875,407.47900390625,569.9822387695312,440.376708984375,515.527099609375,375.9969482421875,462.6102294921875,301.00616455078125,200,200,n
13396,581.0210571289062,423.1546325683594,609.8433837890625,431.9932556152344,589.0914916992188,407.7518615722656,568.8416137695312,440.4964599609375,516.3990478515625,376.1655578613281,461.7998046875,303.24713134765625,200,200,n
13397,580.9818115234375,423.4166259765625,609.9154052734375,432.153564453125,589.1559448242188,408.18011474609375,568.536376953125,440.7017822265625,516.3848876953125,376.6539611816406,461.7440185546875,303.6185913085937,200,200,n
13398,580.9669799804688,423.0421752929688,609.6141967773438,431.9913940429688,588.8963623046875,408.0985412597656,568.3666381835938,440.14752197265625,516.2214965820312,376.728759765625,461.7470397949219,303.8766784667969,200,200,n
13399,580.7452392578125,422.8209838867188,609.4918212890625,431.8884887695313,588.942138671875,407.8526611328125,568.2774047851562,440.3059692382813,516.341552734375,376.0739440917969,461.99212646484375,303.963623046875,200,200,n
13400,580.8436279296875,421.1929931640625,609.2915649414062,432.0036315917969,589.0841674804688,407.7296752929688,568.2499389648438,440.2518310546875,516.1558837890625,375.8771362304688,464.2140502929688,304.0255126953125,200,200,n
13401,580.7662353515625,422.8419799804688,609.3277587890625,431.8575744628906,588.7850952148438,407.4925537109375,568.4205322265625,440.2738037109375,515.9818115234375,376.1275634765625,464.83209228515625,304.4213562011719,200,200,n
13486,843.3694458007812,412.7464599609375,856.0523681640625,444.7454223632813,860.6360473632812,404.8790893554688,823.144775390625,417.0056762695313,787.6873168945312,352.3951721191406,724.5380249023438,268.0565795898437,200,200,y
13487,840.0963745117188,413.3870239257813,852.1013793945312,445.7122192382813,859.7073974609375,405.7232666015625,819.673828125,417.047607421875,787.7232666015625,352.68585205078125,723.8948974609375,269.0679016113281,200,200,y
13488,839.6341552734375,413.21002197265625,851.842529296875,445.68548583984375,857.010498046875,405.2725830078125,819.3310546875,416.45404052734375,784.8026733398438,353.3056030273437,720.6858520507812,269.8458557128906,200,200,y
13489,838.912841796875,412.8775024414063,850.7635498046875,445.4519348144531,856.39990234375,404.92291259765625,818.501708984375,413.7897338867188,784.1411743164062,353.846923828125,719.7152099609375,272.70025634765625,200,200,y
13490,836.7640380859375,412.4635620117188,848.3677978515625,445.406005859375,855.9134521484375,404.7197265625,816.6073608398438,413.1360473632813,784.2130737304688,353.412841796875,720.20458984375,273.3085327148437,200,200,y
13491,836.1068115234375,412.62786865234375,847.6705322265625,445.426025390625,855.1414184570312,404.7220458984375,816.0947265625,413.209228515625,784.0675659179688,353.44073486328125,719.5543823242188,273.7871398925781,200,200,y
13492,836.2515258789062,413.0218505859375,848.0360717773438,445.5082702636719,853.5400390625,404.6358337402344,815.9918823242188,413.5690307617188,784.1200561523438,353.4297790527344,717.35546875,276.23944091796875,200,200,y
13493,836.6229248046875,413.0402221679688,848.3919677734375,445.55322265625,853.5919189453125,404.5986328125,816.2225952148438,413.9407348632813,784.322509765625,353.8109741210937,717.4244384765625,276.80914306640625,200,200,y
13494,835.28076171875,415.40625,847.42041015625,445.1781311035156,848.01318359375,404.9360961914063,819.7926635742188,416.265869140625,780.67236328125,355.71795654296875,716.7288208007812,280.3269348144531,200,200,y
13502,816.795166015625,431.96575927734375,807.9612426757812,464.2883911132813,840.45458984375,431.5704650878906,800.940673828125,420.5563354492188,785.0444946289062,352.1279602050781,736.2092895507812,285.4694519042969,200,200,y
13503,816.9332275390625,432.0791015625,806.0408325195312,464.3059692382813,840.6543579101562,431.7069091796875,800.960205078125,420.6015625,784.9094848632812,352.5497436523437,736.1143798828125,285.495361328125,200,200,y
13504,816.1480102539062,432.0426025390625,807.9872436523438,464.51605224609375,840.2293701171875,431.6188659667969,800.5956420898438,420.36468505859375,784.5416259765625,352.5635986328125,732.9055786132812,285.5379638671875,200,200,y
13505,816.2879638671875,432.028564453125,807.974853515625,464.40863037109375,840.1661376953125,431.7791137695313,800.6572875976562,420.3240356445313,784.10791015625,352.34039306640625,732.2518310546875,285.5099792480469,200,200,y
13506,816.1767578125,432.06201171875,807.8685913085938,464.4441528320313,840.1367797851562,431.7286376953125,800.5787353515625,420.2056884765625,784.0950317382812,352.35565185546875,731.85595703125,285.5572204589844,200,200,y
13507,816.305908203125,432.0046691894531,807.737548828125,464.2997741699219,840.241943359375,431.7287902832031,800.5775146484375,420.25238037109375,784.2578735351562,352.4802551269531,731.88427734375,285.4584655761719,200,200,y
13508,816.2705078125,432.1198120117188,807.6066284179688,464.5232543945313,839.97802734375,431.80810546875,800.6426391601562,420.07806396484375,784.3201904296875,352.3330993652344,731.6754150390625,285.58721923828125,200,200,y
13509,816.2164916992188,432.3706970214844,807.6234741210938,464.68603515625,839.9864501953125,431.69732666015625,800.4688720703125,420.3230590820313,783.6428833007812,352.4428100585937,728.94287109375,285.78619384765625,200,200,y
13510,816.5675659179688,432.5181274414063,807.8427124023438,464.7254028320313,840.2813110351562,431.8650817871094,800.8359375,420.7022705078125,784.1260375976562,352.8038635253906,729.4609985351562,285.8812561035156,200,200,y
13511,816.4405517578125,432.4373779296875,807.6375122070312,464.7456665039063,840.1806640625,431.8670043945313,800.542236328125,420.783203125,783.91015625,352.78326416015625,729.1643676757812,285.8812255859375,200,200,y
13512,816.1932373046875,432.8857421875,807.732666015625,464.96533203125,839.8438720703125,432.2449340820313,800.225830078125,421.076416015625,781.24267578125,353.3475952148437,729.1206665039062,286.2557373046875,200,200,y
13513,816.1703491210938,432.92974853515625,807.5771484375,465.15185546875,839.6968383789062,432.5286865234375,800.2447509765625,420.9500732421875,781.1619873046875,353.63037109375,728.99951171875,286.4784240722656,200,200,y
13514,816.2881469726562,435.247314453125,811.4486083984375,464.4041137695313,839.69580078125,432.252685546875,800.0640869140625,423.306396484375,783.1287841796875,355.48150634765625,732.0040283203125,289.145751953125,200,200,y
13515,832.637451171875,423.392822265625,848.1187744140625,449.05804443359375,848.54443359375,415.556396484375,813.9246826171875,427.4876708984375,781.675048828125,352.9711303710937,729.5078125,277.55615234375,200,200,y
13516,835.4959716796875,419.4830932617188,852.0614624023438,448.8553161621094,852.3862915039062,411.5855712890625,814.6943359375,423.654541015625,783.1057739257812,355.6025390625,719.4693603515625,274.388916015625,200,200,y
13517,835.342529296875,419.5294189453125,851.9168090820312,450.9509582519531,852.0717163085938,411.5320434570313,814.5013427734375,423.3318481445313,783.0184936523438,356.0463256835937,718.9048461914062,275.2935485839844,200,200,y
13518,835.3612060546875,419.4966125488281,851.791015625,451.0482482910156,851.9861450195312,411.4576416015625,812.6260375976562,423.1571044921875,783.5938110351562,356.2814025878906,719.2085571289062,275.0308532714844,200,200,y
13519,835.0169677734375,419.1427612304688,851.5632934570312,450.6952209472656,851.6969604492188,411.1201171875,812.2408447265625,422.7243041992188,780.30517578125,355.83258056640625,719.2570190429688,275.28057861328125,200,200,y
13520,833.2640380859375,419.3704833984375,852.4588012695312,448.576171875,849.6962280273438,408.5162353515625,812.871826171875,423.5552368164063,781.585693359375,356.0158386230469,717.6279907226562,275.8686218261719,200,200,y
13521,833.2503662109375,419.10003662109375,852.4314575195312,450.4664306640625,849.5665893554688,408.6227416992188,812.624267578125,423.4748229980469,781.3416137695312,356.002685546875,717.6915893554688,275.7710876464844,200,200,y
13522,832.9656372070312,419.10296630859375,852.2760620117188,448.2925720214844,849.0018310546875,408.358154296875,812.5466918945312,423.5927734375,780.3671264648438,355.8633117675781,717.3060302734375,276.1178283691406,200,200,y
13523,833.1156616210938,419.15618896484375,852.2827758789062,450.5201416015625,849.337158203125,408.2376098632813,812.6498413085938,423.3537902832031,780.37353515625,355.984130859375,717.2406005859375,276.3173828125,200,200,y
13524,833.0326538085938,419.0380554199219,852.3115234375,450.4953002929688,849.1915283203125,408.1979370117188,812.78857421875,423.28607177734375,781.0198364257812,356.1359558105469,717.16845703125,276.27880859375,200,200,y
13525,833.4800415039062,417.36956787109375,852.61474609375,449.1866760253906,849.7881469726562,409.2350158691406,812.9625244140625,421.79681396484375,781.5865478515625,356.75830078125,717.2496337890625,277.24041748046875,200,200,y
13526,833.6338500976562,417.3203125,852.8333129882812,448.98138427734375,849.8690185546875,409.1497802734375,812.9879150390625,421.5343627929688,781.4102783203125,356.8722229003906,717.3947143554688,277.5014038085937,200,200,y
13527,833.3251953125,417.1255187988281,852.8151245117188,448.495361328125,849.457275390625,408.9182739257813,812.9476318359375,421.9956970214844,781.068359375,356.79254150390625,717.4027709960938,277.7129821777344,200,200,y
13528,835.0183715820312,416.7174072265625,851.804443359375,448.1212158203125,851.533203125,409.1100463867188,812.3789672851562,421.112548828125,780.0912475585938,356.6368103027344,716.0909423828125,277.8656005859375,200,200,y
13529,835.030517578125,416.7241516113281,851.8749389648438,448.1419067382813,851.4480590820312,408.8208312988281,812.3231201171875,420.7939453125,780.0737915039062,356.69342041015625,716.1943359375,278.0025939941406,200,200,y
13530,835.1160888671875,416.6799621582031,851.9938354492188,448.0044555664063,851.5672607421875,409.1275634765625,812.3416748046875,421.1831665039063,779.7202758789062,356.3638000488281,716.2721557617188,279.81793212890625,200,200,y
13531,837.2215576171875,416.8948059082031,860.47509765625,441.515869140625,853.3759155273438,409.1051635742188,818.0996704101562,425.2972106933594,781.4697875976562,356.93731689453125,717.5133056640625,280.38653564453125,200,200,n
13532,840.5300903320312,416.422607421875,861.1951904296875,444.61956787109375,856.8929443359375,409.1284790039063,820.3115234375,424.3024291992188,781.2467041015625,356.7305908203125,716.27783203125,277.833740234375,200,200,y
13533,840.5865478515625,416.5439147949219,861.0802001953125,444.9617919921875,856.846923828125,409.0485229492188,820.1653442382812,424.270263671875,781.374755859375,357.0931091308594,716.8611450195312,280.0733642578125,200,200,y
13534,840.572021484375,416.2564697265625,861.1571655273438,445.0134887695313,857.0167846679688,408.93853759765625,820.246826171875,424.08734130859375,781.4715576171875,357.0267028808594,716.8995361328125,279.98443603515625,200,200,y
13535,840.5343017578125,416.2191467285156,861.2451171875,444.83544921875,857.083251953125,408.6347351074219,820.2054443359375,424.0503540039063,781.4093627929688,357.1185607910156,717.1124877929688,279.94549560546875,200,200,y
13536,840.5049438476562,416.3854675292969,861.34912109375,444.7576904296875,856.810302734375,408.4254150390625,819.96435546875,424.2275390625,784.185302734375,360.1334533691406,717.1192626953125,280.25738525390625,200,200,y
13537,840.5391845703125,416.1832885742188,861.42919921875,444.5668029785156,857.0716552734375,408.655517578125,819.9375,424.0679321289063,783.8645629882812,359.89764404296875,717.2809448242188,280.3209533691406,200,200,y
13538,840.507568359375,416.1177978515625,861.4224853515625,444.4625244140625,856.8033447265625,408.3009338378906,819.9776611328125,424.12445068359375,783.939208984375,359.9925231933594,717.199951171875,280.43658447265625,200,200,y
13539,840.66259765625,416.1077575683594,861.6079711914062,444.54498291015625,857.0729370117188,408.71630859375,820.0232543945312,423.8082275390625,780.9807739257812,357.5126037597656,717.3500366210938,280.4797058105469,200,200,y
13540,840.2803344726562,416.40618896484375,863.5994873046875,444.6023559570313,856.51123046875,408.5570983886719,819.7720947265625,424.0906982421875,780.4384155273438,357.33251953125,716.964111328125,280.6698608398437,200,200,y
13541,840.098876953125,416.1489868164063,860.967041015625,444.6300964355469,856.373779296875,408.7376403808594,819.47705078125,423.4002990722656,780.1298217773438,357.3989562988281,716.6466674804688,280.6830749511719,200,200,y
13542,840.52587890625,416.1558227539063,861.25048828125,444.52056884765625,856.9999389648438,408.7506408691406,819.9266967773438,423.7848510742188,780.9404296875,357.3768920898437,716.9414672851562,280.73016357421875,200,200,y
13543,840.6334838867188,416.0711059570313,861.387451171875,444.408447265625,857.1922607421875,408.7033081054688,820.0453491210938,423.8295593261719,781.3811645507812,357.4632873535156,716.8406982421875,280.79058837890625,200,200,y
13544,840.6594848632812,415.7063293457031,861.3346557617188,444.0006103515625,857.1107177734375,408.0309448242188,820.0675659179688,423.704345703125,781.7174072265625,359.42108154296875,716.907958984375,280.4335327148437,200,200,y
13545,840.3789672851562,415.7926635742188,863.6865234375,443.9406127929688,857.0325927734375,407.86712646484375,819.8741455078125,423.630859375,781.183349609375,359.26287841796875,716.5889282226562,280.63726806640625,200,200,y
13546,840.5048828125,415.8575134277344,861.451171875,443.9253540039063,856.9420166015625,408.0323486328125,819.9375,423.7406005859375,783.7386474609375,359.6448974609375,716.5789794921875,280.76776123046875,200,200,y
13547,840.506591796875,415.8646240234375,863.755859375,444.2662353515625,856.8341064453125,408.0142822265625,819.8452758789062,423.615478515625,781.09375,359.3779602050781,716.5263671875,280.8826904296875,200,200,y
13548,840.6002197265625,416.064208984375,863.8734130859375,444.2432861328125,857.1994018554688,408.4534301757813,819.9984130859375,424.07373046875,783.833740234375,360.0560607910156,716.550048828125,280.995361328125,200,200,y
13549,840.3732299804688,416.26361083984375,863.7832641601562,444.55419921875,856.7903442382812,408.2990112304688,819.717041015625,424.0587768554688,783.7969970703125,360.1742248535156,716.2926635742188,281.14599609375,200,200,y
13550,840.3575439453125,416.0149536132813,861.31201171875,444.3498229980469,856.7302856445312,408.1685485839844,819.7525634765625,423.6917419433594,781.312744140625,359.6792297363281,716.3160400390625,281.0477600097656,200,200,y
13551,840.0794677734375,415.8299255371094,861.02783203125,444.0916137695313,856.5751953125,408.2520751953125,819.580810546875,423.6412048339844,780.791748046875,359.41265869140625,716.1649169921875,280.978759765625,200,200,y
13552,840.865478515625,415.97943115234375,861.7134399414062,443.924072265625,857.0997924804688,408.41796875,820.30908203125,423.89453125,780.9044189453125,359.5433349609375,716.8577270507812,281.0565490722656,200,200,y
13553,840.9490966796875,416.11224365234375,861.6612548828125,444.2127685546875,857.1494750976562,408.3562622070313,820.3592529296875,423.8206481933594,780.8229370117188,357.3524475097656,716.8444213867188,281.0732421875,200,200,y
13554,840.9224853515625,416.1401672363281,861.7831420898438,444.3052673339844,857.4066162109375,408.77056884765625,820.3259887695312,424.1044921875,781.5203857421875,357.4275207519531,716.8651123046875,281.1058349609375,200,200,y
13555,840.8350219726562,416.2362976074219,864.1134033203125,444.3313598632813,857.0835571289062,408.3873901367188,820.2572631835938,423.83013916015625,781.51806640625,357.5884094238281,716.7562255859375,281.2578430175781,200,200,y
13556,840.7618408203125,416.2014770507813,864.141845703125,444.2738342285156,857.262451171875,408.2984008789063,820.265625,424.2692260742188,784.3167724609375,359.6917724609375,716.6052856445312,281.26446533203125,200,200,y
13557,840.67333984375,416.1386413574219,861.6747436523438,444.3074340820313,857.0183715820312,408.2600708007813,820.143310546875,424.0608520507813,781.043701171875,359.6943359375,716.628662109375,281.2672119140625,200,200,y
13558,840.8607788085938,416.20599365234375,861.8394775390625,444.4366149902344,857.282470703125,408.5457763671875,820.3470458984375,424.08837890625,780.8340454101562,357.3892517089844,716.7274169921875,281.376953125,200,200,y
13559,840.7523193359375,416.2535400390625,861.7835693359375,444.7174682617188,857.2324829101562,408.8822326660156,820.23095703125,424.2628173828125,781.2615966796875,359.8631591796875,716.8651733398438,281.51129150390625,200,200,y
13560,840.6209106445312,416.4502868652344,864.0256958007812,445.1003723144531,856.9500732421875,408.5832214355469,819.9708251953125,424.524169921875,780.7942504882812,357.80291748046875,716.5814819335938,281.5879211425781,200,200,y
13561,840.8203735351562,416.6704711914063,864.0968017578125,445.212890625,857.0470581054688,408.6974487304688,820.1103515625,424.8397216796875,780.8497314453125,357.655029296875,716.8058471679688,281.7603454589844,200,200,y
13562,840.752685546875,416.5094604492188,864.0308227539062,445.2808837890625,857.0069580078125,408.8346557617188,820.0289306640625,424.3716125488281,781.2450561523438,357.686767578125,716.9452514648438,281.7417297363281,200,200,y
13563,840.3319702148438,421.49114990234375,860.3533325195312,444.93658447265625,853.1640625,412.104248046875,821.953857421875,425.5832824707031,781.8068237304688,357.4284362792969,716.5984497070312,284.9664611816406,200,200,y
13669,819.0008544921875,423.3734436035156,842.50146484375,447.435546875,830.71826171875,407.4874877929688,799.6427001953125,434.8858642578125,784.70166015625,355.5004577636719,745.5809936523438,276.8843078613281,200,200,n
13670,820.032470703125,424.0015258789063,844.1409912109375,448.06683349609375,831.3798217773438,408.1423950195313,800.9661865234375,435.60882568359375,784.9825439453125,356.4310302734375,743.5924072265625,277.65728759765625,200,200,n
13671,820.6994018554688,424.4762878417969,844.7225341796875,448.43560791015625,832.1739501953125,408.4458618164063,801.6345825195312,436.178466796875,785.4611206054688,356.6274719238281,744.09033203125,278.07501220703125,200,200,n
13672,820.8358764648438,424.3634643554688,845.0908203125,448.4682922363281,832.1390380859375,408.44439697265625,801.9200439453125,436.2766418457031,786.0029296875,356.8412780761719,743.9973754882812,278.0492553710937,200,200,n
13673,820.96142578125,424.351806640625,845.2753295898438,448.5962219238281,832.600830078125,408.5574340820313,802.1956176757812,436.299072265625,788.517822265625,357.2711181640625,744.4962158203125,277.9722595214844,200,200,n
13674,820.8048706054688,424.2571411132813,845.2239990234375,448.4382934570313,832.212158203125,408.43951416015625,801.9927368164062,436.22015380859375,788.2237548828125,356.8719177246094,744.7225952148438,277.91082763671875,200,200,n
13675,820.8614501953125,424.3501586914063,845.2845458984375,448.29693603515625,832.5081787109375,408.64251708984375,802.0780639648438,436.4743041992188,785.3341064453125,356.82989501953125,744.8051147460938,277.9459228515625,200,200,n
13676,820.8720703125,424.2703247070313,845.3572387695312,448.43988037109375,832.4972534179688,408.5494995117188,802.0536499023438,436.4673461914063,786.2494506835938,359.9991455078125,744.7464599609375,277.8439025878906,200,200,n
13677,820.6380615234375,424.8929443359375,845.0813598632812,448.9679260253906,832.5819091796875,409.1163330078125,803.8936157226562,437.14593505859375,788.0720825195312,357.3499450683594,745.1942138671875,278.4453125,200,200,n
13678,820.812255859375,425.04876708984375,845.2762451171875,449.2154235839844,832.7308349609375,409.40863037109375,803.9660034179688,437.1637878417969,788.322021484375,357.6116027832031,745.3150634765625,278.6072692871094,200,200,n
13679,820.7313842773438,424.9636535644531,845.1641845703125,449.1851806640625,832.6610107421875,409.3805541992188,804.0517578125,437.388671875,785.9547119140625,357.1635131835937,745.3121337890625,278.53057861328125,200,200,n
